Timestamp,User_ID,Clicks
2025-10-30 10:23:12,user_4,4
2025-10-30 10:44:05,user_20,1
2025-10-30 10:19:54,user_2,5
2025-10-30 10:59:25,user_5,3
2025-10-30 10:53:00,user_12,5
2025-10-30 10:47:24,user_9,2
2025-10-30 10:52:54,user_8,4
2025-10-30 10:30:39,user_8,2
2025-10-30 10:57:39,user_14,3
2025-10-30 10:24:18,user_5,4
2025-10-30 10:34:24,user_9,2
2025-10-30 10:04:18,user_10,1
2025-10-30 10:48:49,user_12,1
2025-10-30 10:39:04,user_17,3
2025-10-30 10:27:41,user_9,2
2025-10-30 10:10:28,user_16,5
2025-10-30 10:07:27,user_20,2
2025-10-30 10:05:34,user_17,2
2025-10-30 10:32:47,user_2,4
2025-10-30 10:02:53,user_13,1
2025-10-30 10:37:17,user_4,4
2025-10-30 10:05:30,user_11,3
2025-10-30 10:02:04,user_9,2
2025-10-30 10:31:37,user_17,2
2025-10-30 10:22:36,user_16,1
2025-10-30 10:26:15,user_5,1
2025-10-30 10:49:56,user_11,1
2025-10-30 10:10:46,user_8,1
2025-10-30 10:42:29,user_10,2
2025-10-30 10:13:21,user_6,2
2025-10-30 10:19:57,user_14,1
2025-10-30 10:15:14,user_3,4
2025-10-30 10:19:31,user_14,1
2025-10-30 10:08:26,user_6,1
2025-10-30 10:08:51,user_9,2
2025-10-30 10:34:52,user_2,1
2025-10-30 10:12:13,user_7,1
2025-10-30 10:34:27,user_18,4
2025-10-30 10:24:09,user_13,2
2025-10-30 10:32:39,user_15,3
2025-10-30 10:53:41,user_13,1
2025-10-30 10:12:02,user_5,1
2025-10-30 10:34:17,user_2,2
2025-10-30 10:16:21,user_6,2
2025-10-30 10:23:24,user_6,2
2025-10-30 10:20:51,user_8,3
2025-10-30 10:41:13,user_4,1
2025-10-30 10:34:44,user_7,3
2025-10-30 10:04:17,user_6,4
2025-10-30 10:26:17,user_4,2
2025-10-30 10:07:27,user_5,1
2025-10-30 10:48:43,user_5,2
2025-10-30 10:02:58,user_4,1
2025-10-30 10:33:15,user_8,1
2025-10-30 10:47:25,user_19,4
2025-10-30 10:17:07,user_7,4
2025-10-30 10:07:10,user_20,1
2025-10-30 10:59:52,user_18,2
2025-10-30 10:39:13,user_19,1
2025-10-30 10:08:30,user_14,4
2025-10-30 10:01:23,user_19,3
2025-10-30 10:56:50,user_20,4
2025-10-30 10:01:24,user_14,1
2025-10-30 10:30:04,user_20,2
2025-10-30 10:34:36,user_18,5
2025-10-30 10:26:16,user_5,3
2025-10-30 10:45:29,user_1,5
2025-10-30 10:21:45,user_1,5
2025-10-30 10:26:06,user_15,5
2025-10-30 10:18:22,user_7,1
2025-10-30 10:41:38,user_17,1
2025-10-30 10:20:55,user_16,5
2025-10-30 10:36:48,user_11,2
2025-10-30 10:38:38,user_13,1
2025-10-30 10:45:17,user_13,3
2025-10-30 10:59:11,user_12,1
2025-10-30 10:30:09,user_1,4
2025-10-30 10:27:29,user_14,1
2025-10-30 10:41:25,user_8,3
2025-10-30 10:05:20,user_8,1
2025-10-30 10:04:40,user_4,1
2025-10-30 10:48:33,user_19,2
2025-10-30 10:38:58,user_18,3
2025-10-30 10:03:59,user_1,3
2025-10-30 10:48:43,user_6,2
2025-10-30 10:46:10,user_5,3
2025-10-30 10:54:37,user_5,3
2025-10-30 10:29:46,user_1,2
2025-10-30 10:47:48,user_11,1
2025-10-30 10:31:39,user_10,4
2025-10-30 10:02:57,user_8,2
2025-10-30 10:22:43,user_3,4
2025-10-30 10:57:08,user_5,1
2025-10-30 10:10:31,user_18,2
2025-10-30 10:29:40,user_18,5
2025-10-30 10:49:55,user_16,3
2025-10-30 10:44:59,user_4,1
2025-10-30 10:50:42,user_9,1
2025-10-30 10:04:25,user_13,3
2025-10-30 10:57:51,user_7,1
2025-10-30 10:05:47,user_9,1
2025-10-30 10:57:39,user_14,1
2025-10-30 10:36:57,user_3,1
2025-10-30 10:57:19,user_5,2
2025-10-30 10:59:05,user_20,2
2025-10-30 10:03:17,user_17,4
2025-10-30 10:13:12,user_18,2
2025-10-30 10:52:50,user_18,2
2025-10-30 10:22:12,user_8,3
2025-10-30 10:45:51,user_14,1
2025-10-30 10:46:53,user_6,1
2025-10-30 10:59:30,user_1,2
2025-10-30 10:07:02,user_4,4
2025-10-30 10:55:25,user_17,2
2025-10-30 10:13:21,user_3,1
2025-10-30 10:10:04,user_6,1
2025-10-30 10:57:20,user_2,5
2025-10-30 10:16:28,user_15,1
2025-10-30 10:27:20,user_12,3
2025-10-30 10:21:48,user_16,3
2025-10-30 10:57:27,user_11,2
2025-10-30 10:50:22,user_17,1
2025-10-30 10:04:43,user_13,1
2025-10-30 10:52:21,user_9,2
2025-10-30 10:59:27,user_11,4
2025-10-30 10:47:25,user_13,4
2025-10-30 10:13:35,user_9,5
2025-10-30 10:30:08,user_5,1
2025-10-30 10:34:54,user_7,5
2025-10-30 10:30:35,user_1,1
2025-10-30 10:23:41,user_3,1
2025-10-30 10:39:34,user_5,4
2025-10-30 10:12:04,user_1,1
2025-10-30 10:09:08,user_10,1
2025-10-30 10:31:17,user_20,1
2025-10-30 10:08:12,user_13,1
2025-10-30 10:24:57,user_3,3
2025-10-30 10:05:57,user_2,1
2025-10-30 10:20:37,user_18,3
2025-10-30 10:39:28,user_3,1
2025-10-30 10:53:31,user_5,5
2025-10-30 10:55:27,user_18,3
2025-10-30 10:44:38,user_8,1
2025-10-30 10:24:55,user_8,3
2025-10-30 10:02:53,user_19,1
2025-10-30 10:30:22,user_9,1
2025-10-30 10:54:00,user_11,5
2025-10-30 10:18:22,user_18,1
2025-10-30 10:58:01,user_11,1
2025-10-30 10:25:52,user_8,2
2025-10-30 10:25:35,user_7,2
2025-10-30 10:41:11,user_9,1
2025-10-30 10:53:44,user_1,4
2025-10-30 10:50:18,user_20,1
2025-10-30 10:03:32,user_11,3
2025-10-30 10:05:31,user_3,4
2025-10-30 10:57:04,user_20,1
2025-10-30 10:25:57,user_20,5
2025-10-30 10:51:57,user_12,1
2025-10-30 10:36:37,user_4,4
2025-10-30 10:08:53,user_3,4
2025-10-30 10:28:38,user_2,5
2025-10-30 10:31:10,user_16,2
2025-10-30 10:29:31,user_14,1
2025-10-30 10:06:13,user_20,4
2025-10-30 10:51:32,user_18,3
2025-10-30 10:09:51,user_7,1
2025-10-30 10:20:50,user_19,3
2025-10-30 10:23:45,user_15,5
2025-10-30 10:57:06,user_6,5
2025-10-30 10:07:28,user_6,1
2025-10-30 10:28:52,user_6,4
2025-10-30 10:04:05,user_15,1
2025-10-30 10:51:54,user_11,3
2025-10-30 10:30:20,user_1,4
2025-10-30 10:14:03,user_5,1
2025-10-30 10:34:56,user_18,1
2025-10-30 10:11:43,user_6,4
2025-10-30 10:58:04,user_8,3
2025-10-30 10:17:38,user_3,5
2025-10-30 10:43:21,user_4,2
2025-10-30 10:15:23,user_7,3
2025-10-30 10:46:51,user_13,2
2025-10-30 10:20:29,user_12,3
2025-10-30 10:25:42,user_13,4
2025-10-30 10:16:33,user_8,1
2025-10-30 10:13:31,user_2,1
2025-10-30 10:33:20,user_9,2
2025-10-30 10:48:29,user_18,4
2025-10-30 10:52:46,user_14,1
2025-10-30 10:05:45,user_8,2
2025-10-30 10:21:43,user_19,1
2025-10-30 10:14:47,user_16,1
2025-10-30 10:21:59,user_10,1
2025-10-30 10:42:17,user_17,4
2025-10-30 10:44:23,user_18,3
2025-10-30 10:25:56,user_15,2
2025-10-30 10:01:15,user_16,5
2025-10-30 10:01:39,user_15,2
2025-10-30 10:41:09,user_3,2
2025-10-30 10:15:21,user_12,3
2025-10-30 10:01:43,user_5,3
2025-10-30 10:18:57,user_15,1
2025-10-30 10:01:20,user_7,2
2025-10-30 10:21:16,user_7,1
2025-10-30 10:29:15,user_15,3
2025-10-30 10:15:08,user_13,2
2025-10-30 10:04:10,user_11,4
2025-10-30 10:01:08,user_15,1
2025-10-30 10:34:57,user_1,2
2025-10-30 10:31:32,user_14,2
2025-10-30 10:11:19,user_6,3
2025-10-30 10:04:14,user_16,3
2025-10-30 10:44:43,user_17,3
2025-10-30 10:28:17,user_11,3
2025-10-30 10:27:15,user_4,2
2025-10-30 10:57:58,user_13,2
2025-10-30 10:36:11,user_14,1
2025-10-30 10:06:36,user_10,1
2025-10-30 10:39:34,user_10,4
2025-10-30 10:14:28,user_20,3
2025-10-30 10:11:44,user_20,5
2025-10-30 10:49:46,user_19,2
2025-10-30 10:59:22,user_20,4
2025-10-30 10:30:02,user_15,2
2025-10-30 10:52:32,user_2,1
2025-10-30 10:58:37,user_14,3
2025-10-30 10:28:44,user_17,4
2025-10-30 10:29:55,user_5,1
2025-10-30 10:50:41,user_17,1
2025-10-30 10:05:27,user_6,3
2025-10-30 10:03:56,user_13,4
2025-10-30 10:53:37,user_20,1
2025-10-30 10:20:52,user_16,1
2025-10-30 10:53:32,user_2,4
2025-10-30 10:20:18,user_18,1
2025-10-30 10:35:01,user_19,1
2025-10-30 10:31:45,user_8,1
2025-10-30 10:13:15,user_2,3
2025-10-30 10:29:10,user_18,1
2025-10-30 10:20:57,user_13,1
2025-10-30 10:48:27,user_6,4
2025-10-30 10:02:07,user_7,1
2025-10-30 10:19:24,user_11,1
2025-10-30 10:34:39,user_8,1
2025-10-30 10:56:18,user_9,4
2025-10-30 10:58:47,user_14,2
2025-10-30 10:37:36,user_16,2
2025-10-30 10:18:29,user_17,3
2025-10-30 10:28:53,user_5,3
2025-10-30 10:14:59,user_9,1
2025-10-30 10:58:06,user_11,2
2025-10-30 10:50:13,user_11,4
2025-10-30 10:21:50,user_4,4
2025-10-30 10:09:13,user_10,3
2025-10-30 10:28:57,user_12,2
2025-10-30 10:58:41,user_12,1
2025-10-30 10:28:34,user_5,4
2025-10-30 10:27:44,user_13,1
2025-10-30 10:13:58,user_1,2
2025-10-30 10:31:39,user_1,3
2025-10-30 10:42:57,user_2,1
2025-10-30 10:53:35,user_3,4
2025-10-30 10:22:36,user_17,1
2025-10-30 10:04:42,user_5,1
2025-10-30 10:44:26,user_12,1
2025-10-30 10:34:53,user_16,5
2025-10-30 10:46:39,user_1,1
2025-10-30 10:09:27,user_12,1
2025-10-30 10:28:34,user_3,2
2025-10-30 10:57:41,user_5,2
2025-10-30 10:47:42,user_1,2
2025-10-30 10:27:45,user_7,2
2025-10-30 10:00:47,user_17,1
2025-10-30 10:43:41,user_14,2
2025-10-30 10:47:18,user_1,2
2025-10-30 10:36:23,user_10,5
2025-10-30 10:16:01,user_18,1
2025-10-30 10:06:22,user_9,5
2025-10-30 10:36:25,user_13,1
2025-10-30 10:02:49,user_1,3
2025-10-30 10:25:10,user_11,3
2025-10-30 10:01:32,user_17,1
2025-10-30 10:32:04,user_10,3
2025-10-30 10:26:24,user_3,1
2025-10-30 10:43:51,user_16,2
2025-10-30 10:27:16,user_11,4
2025-10-30 10:49:17,user_5,5
2025-10-30 10:26:35,user_15,3
2025-10-30 10:14:39,user_15,2
2025-10-30 10:50:22,user_7,3
2025-10-30 10:39:49,user_1,3
2025-10-30 10:22:17,user_2,4
2025-10-30 10:20:55,user_7,5
2025-10-30 10:20:52,user_19,4
2025-10-30 10:49:52,user_17,2
2025-10-30 10:06:42,user_3,1
2025-10-30 10:25:27,user_13,4
2025-10-30 10:31:30,user_16,2
2025-10-30 10:54:51,user_14,3
2025-10-30 10:42:38,user_13,3
2025-10-30 10:19:42,user_17,2
2025-10-30 10:50:51,user_10,1
2025-10-30 10:20:06,user_1,2
2025-10-30 10:58:11,user_3,2
2025-10-30 10:35:06,user_19,5
2025-10-30 10:04:14,user_4,3
2025-10-30 10:56:49,user_17,4
2025-10-30 10:50:08,user_2,4
2025-10-30 10:48:10,user_18,4
2025-10-30 10:31:14,user_13,4
2025-10-30 10:25:34,user_4,5
2025-10-30 10:31:07,user_19,1
2025-10-30 10:37:48,user_1,1
2025-10-30 10:07:35,user_14,3
2025-10-30 10:19:09,user_10,2
2025-10-30 10:27:16,user_14,2
2025-10-30 10:45:01,user_11,3
2025-10-30 10:44:17,user_15,4
2025-10-30 10:24:42,user_1,2
2025-10-30 10:38:13,user_2,3
2025-10-30 10:13:29,user_20,1
2025-10-30 10:47:10,user_18,2
2025-10-30 10:48:29,user_12,3
2025-10-30 10:20:23,user_8,2
2025-10-30 10:05:30,user_7,1
2025-10-30 10:07:15,user_7,5
2025-10-30 10:29:37,user_5,3
2025-10-30 10:33:34,user_8,4
2025-10-30 10:56:37,user_6,2
2025-10-30 10:23:44,user_3,3
2025-10-30 10:25:06,user_11,5
2025-10-30 10:54:35,user_17,2
2025-10-30 10:19:07,user_7,1
2025-10-30 10:18:54,user_12,2
2025-10-30 10:16:00,user_9,1
2025-10-30 10:08:02,user_9,2
2025-10-30 10:13:37,user_10,1
2025-10-30 10:43:02,user_12,1
2025-10-30 10:56:38,user_10,5
2025-10-30 10:56:17,user_18,2
2025-10-30 10:02:24,user_20,1
2025-10-30 10:47:55,user_7,4
2025-10-30 10:05:41,user_9,3
2025-10-30 10:53:33,user_2,2
2025-10-30 10:09:49,user_17,2
2025-10-30 10:10:15,user_17,2
2025-10-30 10:58:18,user_18,1
2025-10-30 10:38:52,user_18,1
2025-10-30 10:00:34,user_16,1
2025-10-30 10:00:19,user_19,3
2025-10-30 10:10:06,user_12,3
2025-10-30 10:14:22,user_8,2
2025-10-30 10:13:56,user_20,1
2025-10-30 10:45:28,user_11,1
2025-10-30 10:37:40,user_17,2
2025-10-30 10:46:39,user_16,1
2025-10-30 10:05:30,user_19,1
2025-10-30 10:01:57,user_1,4
2025-10-30 10:44:06,user_10,1
2025-10-30 10:04:14,user_3,3
2025-10-30 10:04:26,user_11,1
2025-10-30 10:06:08,user_11,5
2025-10-30 10:03:56,user_9,3
2025-10-30 10:48:06,user_19,4
2025-10-30 10:07:39,user_17,1
2025-10-30 10:05:49,user_6,1
2025-10-30 10:12:01,user_19,4
2025-10-30 10:24:27,user_1,1
2025-10-30 10:04:15,user_17,3
2025-10-30 10:07:13,user_16,3
2025-10-30 10:14:15,user_16,1
2025-10-30 10:15:51,user_7,5
2025-10-30 10:03:55,user_12,3
2025-10-30 10:29:33,user_11,5
2025-10-30 10:35:35,user_8,2
2025-10-30 10:09:33,user_18,1
2025-10-30 10:53:08,user_4,2
2025-10-30 10:56:45,user_3,2
2025-10-30 10:48:45,user_2,2
2025-10-30 10:12:20,user_8,1
2025-10-30 10:00:50,user_1,4
2025-10-30 10:37:19,user_4,1
2025-10-30 10:38:06,user_11,1
2025-10-30 10:32:40,user_14,3
2025-10-30 10:16:51,user_7,2
2025-10-30 10:39:24,user_1,4
2025-10-30 10:07:30,user_3,3
2025-10-30 10:54:06,user_8,1
2025-10-30 10:58:40,user_12,4
2025-10-30 10:53:44,user_14,3
2025-10-30 10:34:33,user_2,3
2025-10-30 10:22:30,user_15,3
2025-10-30 10:19:32,user_5,1
2025-10-30 10:18:42,user_16,1
2025-10-30 10:07:29,user_7,5
2025-10-30 10:31:41,user_12,2
2025-10-30 10:43:24,user_11,1
2025-10-30 10:26:59,user_17,3
2025-10-30 10:31:11,user_17,2
2025-10-30 10:50:42,user_13,5
2025-10-30 10:25:43,user_12,4
2025-10-30 10:54:28,user_1,4
2025-10-30 10:23:13,user_16,1
2025-10-30 10:51:12,user_2,1
2025-10-30 10:21:43,user_19,1
2025-10-30 10:35:56,user_15,1
2025-10-30 10:37:29,user_1,1
2025-10-30 10:42:23,user_15,2
2025-10-30 10:11:57,user_4,2
2025-10-30 10:46:03,user_4,1
2025-10-30 10:42:43,user_4,1
2025-10-30 10:05:28,user_20,2
2025-10-30 10:09:18,user_16,1
2025-10-30 10:30:36,user_9,1
2025-10-30 10:39:27,user_12,2
2025-10-30 10:24:01,user_1,1
2025-10-30 10:02:17,user_17,1
2025-10-30 10:24:58,user_2,4
2025-10-30 10:05:19,user_5,2
2025-10-30 10:15:25,user_14,1
2025-10-30 10:15:09,user_3,4
2025-10-30 10:25:45,user_8,1
2025-10-30 10:41:12,user_5,1
2025-10-30 10:44:00,user_8,5
2025-10-30 10:15:56,user_12,5
2025-10-30 10:27:28,user_8,1
2025-10-30 10:15:06,user_9,3
2025-10-30 10:45:08,user_20,2
2025-10-30 10:23:17,user_9,3
2025-10-30 10:13:39,user_1,2
2025-10-30 10:41:03,user_2,2
2025-10-30 10:47:35,user_3,1
2025-10-30 10:25:19,user_17,1
2025-10-30 10:56:38,user_10,4
2025-10-30 10:26:35,user_12,5
2025-10-30 10:11:51,user_19,1
2025-10-30 10:29:50,user_11,1
2025-10-30 10:58:10,user_12,2
2025-10-30 10:39:08,user_8,5
2025-10-30 10:01:49,user_10,3
2025-10-30 10:35:54,user_7,2
2025-10-30 10:57:47,user_19,3
2025-10-30 10:19:46,user_16,1
2025-10-30 10:34:47,user_11,5
2025-10-30 10:35:52,user_17,4
2025-10-30 10:13:45,user_13,1
2025-10-30 10:14:06,user_9,2
2025-10-30 10:52:08,user_20,2
2025-10-30 10:42:34,user_1,2
2025-10-30 10:14:20,user_20,2
2025-10-30 10:00:35,user_17,1
2025-10-30 10:01:47,user_12,4
2025-10-30 10:47:21,user_18,1
2025-10-30 10:17:06,user_16,5
2025-10-30 10:47:32,user_6,2
2025-10-30 10:12:16,user_16,1
2025-10-30 10:09:34,user_10,1
2025-10-30 10:01:38,user_10,2
2025-10-30 10:20:44,user_3,4
2025-10-30 10:15:27,user_7,1
2025-10-30 10:13:36,user_20,4
2025-10-30 10:18:34,user_15,1
